Trade Date,Settle
1973-09-12,0.672948
1973-09-13,0.674536
1973-09-14,0.674536
1973-09-17,0.674536
1973-09-18,0.674536
1973-09-19,0.674536
1973-09-20,0.674536
1973-09-21,0.674536
1973-09-24,0.674536
1973-09-25,0.674536
1973-09-26,0.674536
1973-09-27,0.675676
1973-09-28,0.675676
1973-10-01,0.675676
1973-10-02,0.674536
1973-10-03,0.674536
1973-10-04,0.674536
1973-10-05,0.674536
1973-10-09,0.674536
1973-10-10,0.674536
1973-10-11,0.674536
1973-10-12,0.674536
1973-10-15,0.674536
1973-10-16,0.674536
1973-10-17,0.674536
1973-10-18,0.673401
1973-10-19,0.673401
1973-10-23,0.675676
1973-10-24,0.675676
1973-10-25,0.675676
1973-10-26,0.675676
1973-10-29,0.673401
1973-10-30,0.673401
1973-10-31,0.675676
1973-11-01,0.675676
1973-11-02,0.673401
1973-11-05,0.672948
1973-11-07,0.674309
1973-11-08,0.674536
1973-11-09,0.674082
1973-11-12,0.674536
1973-11-13,0.675676
1973-11-14,0.675676
1973-11-15,0.674536
1973-11-16,0.674536
1973-11-19,0.674764
1973-11-20,0.674309
1973-11-21,0.674309
1973-11-23,0.674764
1973-11-26,0.675219
1973-11-27,0.675219
1973-11-28,0.674764
1973-11-29,0.675676
1973-11-30,0.674764
1973-12-03,0.674309
1973-12-04,0.674309
1973-12-05,0.674309
1973-12-06,0.674536
1973-12-07,0.671817
1973-12-10,0.671817
1973-12-11,0.673854
1973-12-12,0.673401
1973-12-13,0.673854
1973-12-14,0.673854
1973-12-17,0.674536
1973-12-18,0.674536
1973-12-19,0.674536
1973-12-20,0.674536
1973-12-21,0.674536
1973-12-24,0.675447
1973-12-26,0.674536
1973-12-27,0.675676
1973-12-28,0.674536
1973-12-31,0.674536
1974-01-02,0.674536
1974-01-03,0.674764
1974-01-04,0.674764
1974-01-07,0.674764
1974-01-08,0.674536
1974-01-09,0.674536
1974-01-10,0.674536
1974-01-11,0.676819
1974-01-14,0.675676
1974-01-15,0.675676
1974-01-16,0.675676
1974-01-17,0.675676
1974-01-18,0.675676
1974-01-21,0.675676
1974-01-22,0.673401
1974-01-23,0.673401
1974-01-24,0.673401
1974-01-25,0.673401
1974-01-28,0.674536
1974-01-29,0.673401
1974-01-30,0.673401
1974-01-31,0.673401
1974-02-01,0.674536
1974-02-04,0.674536
1974-02-05,0.674536
1974-02-06,0.673401
1974-02-07,0.673401
1974-02-08,0.673401
1974-02-11,0.673401
1974-02-13,0.673401
1974-02-14,0.673401
1974-02-15,0.672269
1974-02-19,0.673401
1974-02-20,0.673401
1974-02-21,0.673401
1974-02-22,0.673401
1974-02-25,0.672269
1974-02-26,0.673401
1974-02-27,0.673401
1974-02-28,0.672269
1974-03-01,0.672269
1974-03-04,0.673401
1974-03-05,0.673401
1974-03-06,0.673401
1974-03-07,0.672269
1974-03-08,0.672269
1974-03-11,0.672269
1974-03-12,0.673401
1974-03-13,0.673401
1974-03-14,0.673401
1974-03-15,0.673401
1974-03-18,0.673401
1974-03-19,0.673401
1974-03-20,0.673401
1974-03-21,0.673401
1974-03-22,0.673401
1974-03-25,0.673401
1974-03-26,0.673401
1974-03-27,0.673401
1974-03-28,0.673401
1974-03-29,0.673401
1974-04-01,0.673401
1974-04-02,0.673401
1974-04-03,0.673401
1974-04-04,0.673401
1974-04-05,0.673401
1974-04-08,0.673401
1974-04-09,0.673401
1974-04-10,0.673401
1974-04-11,0.673401
1974-04-12,0.673401
1974-04-15,0.673401
1974-04-16,0.674536
1974-04-17,0.674536
1974-04-18,0.674536
1974-04-19,0.674536
1974-04-22,0.674536
1974-04-23,0.674536
1974-04-24,0.674536
1974-04-25,0.674536
1974-04-26,0.673401
1974-04-29,0.673401
1974-04-30,0.673401
1974-05-01,0.673401
1974-05-02,0.673401
1974-05-03,0.673401
1974-05-06,0.673401
1974-05-07,0.673401
1974-05-08,0.673401
1974-05-09,0.673401
1974-05-10,0.673401
1974-05-13,0.673401
1974-05-14,0.673401
1974-05-15,0.673401
1974-05-16,0.673401
1974-05-17,0.675676
1974-05-20,0.673401
1974-05-21,0.673401
1974-05-22,0.673401
1974-05-23,0.673401
1974-05-24,0.673401
1974-05-28,0.673401
1974-05-29,0.674536
1974-05-30,0.674536
1974-05-31,0.674536
1974-06-03,0.674536
1974-06-04,0.674536
1974-06-05,0.674536
1974-06-06,0.673401
1974-06-07,0.674536
1974-06-10,0.674536
